"","ID","date","observation_day","mood","arousal","valence","activity","screen","call","sms","appCat.builtin","appCat.communication","appCat.entertainment","appCat.finance","appCat.game","appCat.office","appCat.other","appCat.social","appCat.travel","appCat.unknown","appCat.utilities","appCat.weather","night_physical_activity","night_screen","night_appcat_combined","MAX_inactivity_timediff","SUM_inactivity_timediff","weekday","week_of_year","appCat_total","was_na_mood","was_na_arousal","was_na_valence","was_na_activity","was_na_night_activity","mood_of_next_day","roll_mean_3","roll_mean_7"
"73",2,2014-04-14,29,8,0.6,1,0.252161249558852,2543.65400075913,8,7,606.723,1784.89,95.772,0,0,0,21.182,56.817,0,0,84.488,0,0.0488696612177939,346.784000396729,389.266,0,0,1,15,2649.872,2,2,2,0,0,NA,7.43333333333333,7.08571428571428
"74",3,2014-03-22,1,7.7,1.1,1,0.177876116468057,2136.09999990463,7,0,414.434,259.634,1583.949,0,0,0,68.675,0,39.498,0,0,0,0.0251906967054772,273.899000406265,2507.405,3.85,5.216,6,12,2366.19,1,1,1,1,5,8.4,NA,NA
"75",3,2014-03-23,2,8.4,0.1,1.6,0.0970878070426297,4343.63100004196,1,1,417.257,1335.631,1366.947,36.364,0,161.998,156.257,0,275.405,0,0,44.854,0.122885184591983,482.647999763489,481.057,4,4,7,12,3794.713,1,1,1,0,0,7.8,NA,NA
"76",3,2014-03-24,3,7.8,-0.6,1.4,0.140551569403273,6165.31200027466,3,0,92.246,2276.284,3851.188,105.217,0,125.325,842.979,0,0,0,5.136,0,0.0517137091448888,646.70700097084,655.305,5,5,1,12,7298.375,0,0,0,0,0,7.8,7.96666666666667,NA
"77",3,2014-03-25,4,7.8,-0.4,1.2,0.212429256837587,3665.37200045586,6,1,1044.495,1250.146,1340.467,447.543,0,141.076,121.579,0,0,0,28.843,0,0.00501128368511881,75.7339992523193,75.3,6,6,2,12,4374.149,0,0,0,0,0,8.2,8,NA
"78",3,2014-03-26,5,8.2,0.2,1,0.145845121824487,3234.95999908447,1,0,118.639,1292.779,1626.622,87.141,0,20.684,53.404,0,12.84,7.649,0,0,0,125.739999771118,125.276,7,7,3,13,3219.758,1,1,1,0,0,7.6,7.93333333333333,NA
"79",3,2014-03-27,6,7.6,0.2,0.6,0.150232253537017,2933.90700101852,1,1,566.184,653.403,1614.349,0,0,13.437,60.032,0,0,0,17.49,0,0,751.016999721527,750.537,7,7,4,13,2924.895,1,1,1,0,0,7.8,7.86666666666667,NA
"80",3,2014-03-28,7,7.8,-0.2,1.4,0.163864001154342,3165.39699816704,3,0,277.526,936.381,3335.114,0,0,46.206,246.376,0,0,0,7.045,0,0.0266534391534392,376.743000745773,374.77,5,5,5,13,4848.648,1,1,1,0,0,8.5,7.86666666666667,7.9
"81",3,2014-03-29,8,8.5,-0.1,1.5,0.256791427330681,1516.73600029945,0,1,19.31,145.878,1811.552,49.371,0,0,88.031,0,0,0,0,0,0.00418624750175553,50.0269999504089,50.011,6,6,6,13,2114.142,1,1,1,0,0,8.5,7.96666666666667,8.01428571428571
"82",3,2014-03-30,9,8.5,-0.2,1.2,0.251060921303644,3416.59799933434,1,0,12.869,1186.827,2025.191,0,0,26.284,121.437,0,0,0,0,31.955,0.00864808703092531,744.655000209809,741.12,5,5,7,13,3404.563,1,1,1,0,0,7.4,8.26666666666667,8.02857142857143
